Health_Center_Name,City,State,County,Year,Abr,Total_Patients,Children,Adults_under_65,Older_Adults,Racial_Ethnic_Minority,Hispanic_Latino_Ethnicity,African_American,Asian,American_Indian_Alaskan_Native,Native_Hawaiian_Other_Pacific_Islander,More_than_one_race,Best_Served_in_another_language,Patients_at_or_below_200Pct_Poverty,Patients_at_or_below_100Pct_Poverty,Uninsured,Medicaid_CHIP,Medicare,Other_Third_Party,Medical_Services,Dental_Services,Mental_Health_Services,Substance_Abuse_Services,Vision_Services,Enabling_Services,Pct_Pts_with_Hypertension,Pct_Pts_with_Diabetes,Pct_Pts_with_Asthma,Pct_Pts_with_HIV,Prenatal_Patients,Prenatal_Patients_who_delivered,Acces_to_Prenatal_Care,Pct_Births_with_Low_Birth_Weight,Cervical_Cancer_Screening,Adolescent_Weight_Screening_and_Follow Up,Adult_Weight_Screening_and_Follow Up,Colorectal_Cancer_Screening,Childhood_Immunization,Appropriate_Asthma_Treatment_Plan,Cholesterol_Treatment_Lipid_Therapy_CAD,Heart_Attack_Stroke_Treatment_Aspirin_IVD,Blood_Pressure_Control,Total_Cost_per_Patient,Health Center Type,Health Center Location Type,Health Center Location Setting
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.9356499,0.6956344,0.3109417,0.46619279999999996,0.05972884,0.16313670000000002,0.8551516,0.08421419999999999,0.02265071,0.0,0.0,0.1526503,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.380596,0.1840114,0.06067575,0.001503626,35,23,0.6,0.0952381,0.47244709999999995,0.49147029999999997,0.7380412,0.2884567,0.254902,0.6508875,0.789644,0.7078946999999999,0.40331490000000003,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,440.4491,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8412459000000001,0.2715574,0.01646024,0.0,0.07654086,0.13459870000000002,0.20694189999999998,0.1829336,0.030245400000000002,0.000226388,2596,1355,0.761171,0.05453205,0.5871772,0.6571429,0.6142857,0.2416221,0.6,0.9307958000000001,0.8438438,0.7159091,0.6451172,440.4491,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,727.6107,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,727.6107,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,1115.037,Administrative,Permanent,Unknown
"COMMUNITY HEALTH CENTERS, INC.",MIDVALE,Utah,Salt Lake,2018,UT,51654,0.43785569999999996,0.5185272,0.04361714,0.809331,0.727533,0.009992922,0.01384436,0.01709206,0.005870841,0.10253150000000001,0.6091300000000001,0.8708326,0.4744284000000001,0.5133585,0.2432029,0.0887946,0.154644,0.8884174000000001,0.13303470000000003,0.1390853,0.01257269,0.0,0.14238570000000003,0.3753026,0.2128176,0.06284629,0.002752901,2000,1150,0.5125,0.09458297,0.5714723,0.7908516999999999,0.7280793999999999,0.3449855,0.26826120000000003,0.8432304,0.8280098,0.8682766,0.5682629,1115.037,Administrative/Service Delivery Site,Permanent,All Other Clinic Types
