Health_Center_Name,City,State,County,Year,Abr,Total_Patients,Children,Adults_under_65,Older_Adults,Racial_Ethnic_Minority,Hispanic_Latino_Ethnicity,African_American,Asian,American_Indian_Alaskan_Native,Native_Hawaiian_Other_Pacific_Islander,More_than_one_race,Best_Served_in_another_language,Patients_at_or_below_200Pct_Poverty,Patients_at_or_below_100Pct_Poverty,Uninsured,Medicaid_CHIP,Medicare,Other_Third_Party,Medical_Services,Dental_Services,Mental_Health_Services,Substance_Abuse_Services,Vision_Services,Enabling_Services,Pct_Pts_with_Hypertension,Pct_Pts_with_Diabetes,Pct_Pts_with_Asthma,Pct_Pts_with_HIV,Prenatal_Patients,Prenatal_Patients_who_delivered,Acces_to_Prenatal_Care,Pct_Births_with_Low_Birth_Weight,Cervical_Cancer_Screening,Adolescent_Weight_Screening_and_Follow Up,Adult_Weight_Screening_and_Follow Up,Colorectal_Cancer_Screening,Childhood_Immunization,Appropriate_Asthma_Treatment_Plan,Cholesterol_Treatment_Lipid_Therapy_CAD,Heart_Attack_Stroke_Treatment_Aspirin_IVD,Blood_Pressure_Control,Total_Cost_per_Patient
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9060287,0.08726996,0.08668613,0.006422135,0,0.06328214,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9060287,0.08726996,0.08668613,0.006422135,0,0.06328214,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9060287,0.08726996,0.08668613,0.006422135,0,0.06328214,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9060287,0.08726996,0.08668613,0.006422135,0,0.06328214,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9060287,0.08726996,0.08668613,0.006422135,0,0.06328214,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9060287,0.08726996,0.08668613,0.006422135,0,0.06328214,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9060287,0.08726996,0.08668613,0.006422135,0,0.06328214,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9060287,0.08726996,0.08668613,0.006422135,0,0.06328214,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9136845,0.1716648,0.06294733,0,0,0,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.4478408,0.2180173,0.06335445,0.000555741,459,179,0.7407407,0.2122905,0.7428572,0.9714286,0.9714286,0.6428571,0.7857143,0.9,0.9,0.7714286,0.6571429,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9319453,0.1209861,0,0,0.003936192,0.05738554,0.5221951,0.2663211,0.06519913,0.002016468,126,77,0.6904762,0.09090909,0.3807107,0.0225436,0.4491772,0.2463514,0.1335616,0.3623596,0.5957447,0.3205128,0.5132714,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9415643,0.07098782,0.04746585,0.005063024,0.006908918,0.02431306,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9415643,0.07098782,0.04746585,0.005063024,0.006908918,0.02431306,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9415643,0.07098782,0.04746585,0.005063024,0.006908918,0.02431306,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9415643,0.07098782,0.04746585,0.005063024,0.006908918,0.02431306,0.2754287,0.1345632,0.04891716,0.001737035,987,483,0.6605877,0.0751073,0.575394,0.7640557,0.6331279,0.4037541,0.5355588,0.9059675,0.7225434,0.7862514,0.6210209,738.2889
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9415643,0.07098782,0.04746585,0.005063024,0.006908918,0.02431306,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,935.353
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9415643,0.07098782,0.04746585,0.005063024,0.006908918,0.02431306,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,879.4854
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9415643,0.07098782,0.04746585,0.005063024,0.006908918,0.02431306,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,707.2768
"FAMILY HEALTH CENTER, INC.",ORANGEBURG,South Carolina,Orangeburg,2016,SC,18961,0.3414904,0.5166922,0.1418174,0.8869731,0.02948157,0.8586671,0.005468876,0.002091041,0.01040159,0.005576109,0.01803702,0.9755061,0.6979085,0.1251431,0.6508016,0.08971515,0.1343401,0.9415643,0.07098782,0.04746585,0.005063024,0.006908918,0.02431306,0.3048935,0.1185091,0.06591728,0.001762494,329,179,0.6474164,0.1034483,0.6539727,0.2633714,0.2882826,0.212411,0.6103203,0.5049151,0.753112,0.7565789,0.4804284,738.2889
